"","ID","kingdom","phylum","class","nameUk","BernAppendix2","BernAppendix3","Bonn","AEWA","IUCN","BernResolution6","ЧКУ","BernAppendix1","CITES","EUROBATS","ACCOBAMS","BirdsDirective","HabitatsDirective","Invasive","ЧС_Полтавська","ЧС_Чернівецька","ЧС_Житомирська","ЧС_Вінницька","ЧС_Харківська","ЧС_Чернігівська","ЧС_Черкаська","ЧС_Івано_Франківська","ЧС_Рівненська","ЧС_Одеська","ЧС_Сумська","ЧС_Закарпатська","ЧС_Львівська","ЧС_Миколаївська","ЧС_Донецька","ЧС_Херсонська","ЧС_Севастополь","ЧС_Тернопільська","ЧС_Київ","ЧС_Волинська","ЧС_Хмельницька","ЧС_Запорізька","ЧС_Кіровоградська","ЧС_Луганська","ЧС_Київська","ЧС_Дніпропетровська"
"4788",4788,"Fungi","Ascomycota","Lecanoromycetes","Уснея квітуча","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4789",4789,"Fungi","Ascomycota","Lecanoromycetes","Ксантопармелія камчадальська","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"4790",4790,"Fungi","Ascomycota","Lecanoromycetes","Ксантопармелія грубозморшкувата","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4791",4791,"Fungi","Ascomycota","Lecanoromycetes","Солоріна мішкувата","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4792",4792,"Fungi","Ascomycota","Lecanoromycetes","Солоріна двоспорова","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4793",4793,"Fungi","Ascomycota","Lecanoromycetes","Гетеродермія прекрасна","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4794",4794,"Fungi","Ascomycota","Lecanoromycetes","Торнабея щитоподібна","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"4795",4795,"Fungi","Ascomycota","Lecanoromycetes","Псора обманлива","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","yes","","yes","","","","","","","","","",""
"4796",4796,"Fungi","Ascomycota","Lecanoromycetes","Рамаліна канарська","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4797",4797,"Fungi","Ascomycota","Lecanoromycetes","Рамаліна рвана","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4798",4798,"Fungi","Ascomycota","Lecanoromycetes","Рамаліна понтійська","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4799",4799,"Fungi","Ascomycota","Arthoniomycetes","Роччела водоростеподібна","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4800",4800,"Fungi","Ascomycota","Lecanoromycetes","Сквамарина щетиниста","","","","",NA,"","неоцінений","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4801",4801,"Fungi","Ascomycota","Lecanoromycetes","Сквамарина сочевиценосна","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4802",4802,"Fungi","Ascomycota","Lecanoromycetes","Сквамарина небезпечна","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4803",4803,"Fungi","Ascomycota","Lecanoromycetes","Фульгензія пустельна","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4804",4804,"Fungi","Ascomycota","Lecanoromycetes","Русавскія долоненосна","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4805",4805,"Fungi","Ascomycota","Lecanoromycetes","Сейрофора ямчаста","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4806",4806,"Fungi","Ascomycota","Lecanoromycetes","Сейрофора загадкова","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4807",4807,"Fungi","Ascomycota","Lecanoromycetes","Ксанторія ялівцева","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4808",4808,"Fungi","Ascomycota","Lecanoromycetes","Ласалія пухирчаста","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4809",4809,"Fungi","Ascomycota","Lecanoromycetes","Ласалія російська","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4810",4810,"Fungi","Ascomycota","Lecanoromycetes","Умбілікарія багатолистоподібна","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4811",4811,"Fungi","Ascomycota","Eurotiomycetes","Псороглена біаторова","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4812",4812,"Fungi","Basidiomycota","Agaricomycetes","Ліхеномфалія Гудсонова","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4813",4813,"Fungi","Ascomycota","Pezizomycetes","Гельвела монашка","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4814",4814,"Fungi","Ascomycota","Pezizomycetes","Зморшок товстоногий","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4815",4815,"Fungi","Ascomycota","Pezizomycetes","Зморшок степовий","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4816",4816,"Fungi","Basidiomycota","Agaricomycetes","Гриб-зонтик дівочий","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4817",4817,"Fungi","Ascomycota","Pezizomycetes","Саркосома куляста","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4818",4818,"Fungi","Ascomycota","Pezizomycetes","Плектанія чорніюча","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4819",4819,"Fungi","Ascomycota","Pezizomycetes","Трюфель літній","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4820",4820,"Fungi","Ascomycota","Sordariomycetes","Поронія крапчаста","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4821",4821,"Fungi","Basidiomycota","Agaricomycetes","Печериця мухомороподібна","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4822",4822,"Fungi","Basidiomycota","Agaricomycetes","Печериця Романьєзі","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4823",4823,"Fungi","Basidiomycota","Agaricomycetes","Печериця таблитчаста","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","yes","","","","","","","","","","",""
"4824",4824,"Fungi","Basidiomycota","Agaricomycetes","Баттаррея веселкоподібна","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4825",4825,"Fungi","Basidiomycota","Agaricomycetes","Білопечериця довгокоренева","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4826",4826,"Fungi","Basidiomycota","Agaricomycetes","Білопечериця Мозера","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4827",4827,"Fungi","Basidiomycota","Agaricomycetes","Білопечериця дівоча","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4828",4828,"Fungi","Basidiomycota","Agaricomycetes","Білогнойовик Богуша","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4829",4829,"Fungi","Basidiomycota","Agaricomycetes","Монтанея промениста","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","yes","","","","","","","","","",""
"4830",4830,"Fungi","Basidiomycota","Agaricomycetes","Феолепіота золотиста","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4831",4831,"Fungi","Basidiomycota","Agaricomycetes","Мухомор Цезаря","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4832",4832,"Fungi","Basidiomycota","Agaricomycetes","Мухомор щетинистий","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4833",4833,"Fungi","Basidiomycota","Agaricomycetes","Лімацела степова","","","","",NA,"","недостатньо відомий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4834",4834,"Fungi","Basidiomycota","Agaricomycetes","Панеол пустельний","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4835",4835,"Fungi","Basidiomycota","Agaricomycetes","Боровик бронзовий","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4836",4836,"Fungi","Basidiomycota","Agaricomycetes","Боровик жовтий","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4837",4837,"Fungi","Basidiomycota","Agaricomycetes","Боровик сітчастий","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4838",4838,"Fungi","Basidiomycota","Agaricomycetes","Ганодерма блискуча","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","yes","","","","","","","","","","","","","","",""
"4839",4839,"Fungi","Ascomycota","Pezizomycetes","Гіднотрія Тюлана","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","yes","","","","","","","","","","","","","","",""
"4840",4840,"Fungi","Basidiomycota","Agaricomycetes","Гіропор каштановий","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","yes","","","","","","","","","","","","","","",""
"4841",4841,"Fungi","Basidiomycota","Agaricomycetes","Гіропор синіючий","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","yes","","","","","","","","","","","","","","",""
"4842",4842,"Fungi","Basidiomycota","Agaricomycetes","Іноцибе Патуйяра","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","yes","","","","","","","","","","","","","","",""
"4843",4843,"Fungi","Basidiomycota","Agaricomycetes","Зірочник торочкуватий","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","yes","","","","","","","","","","","","","","",""
"4844",4844,"Fungi","Basidiomycota","Agaricomycetes","Лангерманія гігантська","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","yes","","","","","","","","","","","","","","",""
