verbatimScientificName,kingdom,phylum,class,nameUk,BernAppendix2,BernAppendix3,Bonn,AEWA,BernResolution6,HabitatsDirectiveAnnex_V,HabitatsDirectiveAnnex_IV,HabitatsDirectiveAnnex_II,BirdsDirectiveAnnex_IІ,BirdsDirectiveAnnex_I,ЧКУ,IUCN,BernAppendix1,EUROBATS,ACCOBAMS,Invasive,ЧС_Полтавська,ЧС_Чернівецька,ЧС_Житомирська,ЧС_Вінницька,ЧС_Харківська,ЧС_Чернігівська,ЧС_Черкаська,ЧС_Івано_Франківська,ЧС_Рівненська,ЧС_Одеська,ЧС_Сумська,ЧС_Закарпатська,ЧС_Львівська,ЧС_Миколаївська,ЧС_Донецька,ЧС_Херсонська,ЧС_Севастополь,ЧС_Тернопільська,ЧС_Київ,ЧС_Волинська,ЧС_Хмельницька,ЧС_Запорізька,ЧС_Кіровоградська,ЧС_Луганська,ЧС_Київська,ЧС_Дніпропетровська
Polygonum praelongum Coode & Cullen,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumex rupestris Le Gall,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Androsace mathildae Levier,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Androsace pyrenaica Lam.,Plantae,Tracheophyta,Magnoliopsida,Первоцвіт апеннінський,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primula palinuri Petagna,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soldanella villosa Darracq,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum corsicum Gayer,Plantae,Tracheophyta,Magnoliopsida,Аконіт корсиканський,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adonis distorta Ten.,Plantae,Tracheophyta,Magnoliopsida,Адоніс деформований,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquilegia bertolonii Schott,Plantae,Tracheophyta,Magnoliopsida,Орлики Китайбеля,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquilegia pyrenaica subsp. cazorlensis (Heywood) Galiano & Rivas Mart.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consolida samia P.H.Davis,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculus weyleri Mares,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reseda decursiva Forssk.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentilla delphinensis Gren. & Godr.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galium litorale Guss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galium viridiflorum Boiss. & Reut.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix salviifolia subsp. australis Franco,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga tombeanensis Boiss. ex Engl.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga florulenta Moretti,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga berica (Beg.) D.A.Webb,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antirrhinum charidemi Lange,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaenorhinum serpyllifolium subsp. lusitanicum R.Fern.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphrasia genargentea (Feoli) Diana,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphrasia marchesettii Wettst. ex Marches.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linaria algarviana Chav.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linaria coutinhoi Valdes,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linaria ficalhoana Rouy,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linaria flava (Poir.) Desf.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linaria hellenica Turrill,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linaria ricardoi Cout.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linaria tursica Valdes & Cabezudo,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linaria tonzigii Lona,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odontites granatensis Boiss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verbascum litigiosum Samp.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica micrantha Hoffmanns. & Link,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica oetaea Gustavsson,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Globularia stygia Orph. ex Boiss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atropa baetica Willk.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daphne petraea Leyb.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daphne rodriguezii Texidor,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelkova abelicea (Lam.) Boiss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica heterocarpa Lloyd,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apium bermejoi L.Llorens,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apium repens (Jacq.) Lag.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athamanta cortiana Ferrarini,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bupleurum capillare Boiss. & Heldr.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bupleurum kakiskalae Greuter,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eryngium alpinum L.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eryngium viviparum Gay,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laserpitium longiradium Boiss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naufraga balearica Constance & Cannon,Plantae,Tracheophyta,Magnoliopsida,Науфрага балеарська,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oenanthe conioides Nolte ex Lange,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petagnia saniculifolia Guss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rouya polygama (Desf.) Coincy,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seseli intricatum Boiss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thorella verticillatinundata (Thore) Briq.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centranthus trinervis (Viv.) Beg.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viola hispida Lam.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viola jaubertiana Mares & Vigin.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bruchia vogesiaca Schwaegrichen, 1824",Plantae,Bryophyta,Bryopsida,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bryoerythrophyllum machadoanum M.O.Hill, 1981",Plantae,Bryophyta,Bryopsida,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dichelyma capillaceum Myrin, 1833",Plantae,Bryophyta,Bryopsida,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Distichophyllum carinatum Dixon & W.E.Nicholson, 1909",Plantae,Bryophyta,Bryopsida,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jungermannia handelii (Schiffner) Amak.,Plantae,Marchantiophyta,Jungermanniopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mannia triandra (Scop.) Grolle,Plantae,Marchantiophyta,Marchantiopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsupella profunda Lindb.,Plantae,Marchantiophyta,Jungermanniopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notothylas orbicularis (Schwein.) Sull.,Plantae,Anthocerotophyta,Anthocerotopsida,Нототилас округлий,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orthotrichum rogeri Bridel, 1812",Plantae,Bryophyta,Bryopsida,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petalophyllum ralfsii (Wilson) Nees & Gottsche,Plantae,Marchantiophyta,Jungermanniopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riccia breidleri Jur. ex Steph.,Plantae,Marchantiophyta,Marchantiopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riella helicophylla (Bory & Mont.) Mont.,Plantae,Marchantiophyta,Marchantiopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scapania massalongi (Mull.Frib.) Mull.Frib.,Plantae,Marchantiophyta,Jungermanniopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphagnum pylaisii Brid.,Plantae,Bryophyta,Sphagnopsida,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tayloria rudolphiana Bruch & W.P.Schimper, 1845",Plantae,Bryophyta,Bryopsida,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Erinaceus algirus Lereboullet, 1842",Animalia,Chordata,Mammalia,Алжирський їжак ,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crocidura canariensis Hutterer, Lopez-Jurado & Vogel, 1987",Animalia,Chordata,Mammalia,Білозубка канарська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sciurus anomalus Gmelin, 1778",Animalia,Chordata,Mammalia,Вивірка кавказька,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Microtus oeconomus subsp. arenicola (de Selys-Longchamps, 1841)",Animalia,Chordata,Mammalia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hystrix cristata Linnaeus, 1758",Animalia,Chordata,Mammalia,Їжатець чубатий,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ovis ammon subsp. musimon (Pallas, 1811)",Animalia,Chordata,Mammalia,Муфлон європейський,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chelonia mydas (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Зелена черепаха,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lepidochelys kempii Garman, 1880",Animalia,Chordata,Reptilia,Черепаха Кемпа,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eretmochelys imbricata (Linnaeus, 1766)",Animalia,Chordata,Reptilia,Бісса,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dermochelys coriacea (Vandelli, 1761)",Animalia,Chordata,Reptilia,Шкіряста черепаха,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Algyroides fitzingeri (Wiegmann, 1834)",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Algyroides marchi Valverde, 1958",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Algyroides moreoticus Bibron & Bory, 1833",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Algyroides nigropunctatus (Dumeril & Bibron, 1839)",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lacerta bedriagae Camerano, 1885",Animalia,Chordata,Reptilia,Скельна ящірка Бедріаги,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lacerta danfordi (Gunther, 1876)",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lacerta dugesii Milne-Edwards, 1829",Animalia,Chordata,Reptilia,Скельна ящірка мадейська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lacerta graeca Bedriaga, 1886",Animalia,Chordata,Reptilia,Скельна ящірка грецька,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lacerta horvathi Mehely, 1904",Animalia,Chordata,Reptilia,Ящірка Хорвата,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lacerta trilineata Bedriaga, 1886",Animalia,Chordata,Reptilia,Ящірка трилінійна,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gallotia atlantica (Peters & Doria, 1882)",Animalia,Chordata,Reptilia,Ящірка атлантична,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gallotia galloti (Oudart, 1839)",Animalia,Chordata,Reptilia,Ящірка канарська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gallotia stehlini (Schenkel, 1901)",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ophisops elegans Menetries, 1832",Animalia,Chordata,Reptilia,Змієголовка красива,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Podarcis erhardii (Bedriaga, 1882)",Animalia,Chordata,Reptilia,Ящірка кікладська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Podarcis filfolensis (Bedriaga, 1876)",Animalia,Chordata,Reptilia,Мальтійська ящірка,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Podarcis hispanica subsp. atrata (Bosca, 1916)",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Podarcis melisellensis (Braun, 1877)",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Podarcis milensis (Bedriaga, 1882)",Animalia,Chordata,Reptilia,Стінна ящірка мілоська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Podarcis peloponnesiacus (Bibron & Bory, 1833)",Animalia,Chordata,Reptilia,Стінна ящірка пелопонеська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Podarcis siculus (Rafinesque-Schmaltz, 1810)",Animalia,Chordata,Reptilia,Стінна ящірка італійська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Podarcis tiliguerta (Gmelin, 1789)",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Podarcis waglerianus Gistel, 1868",Animalia,Chordata,Reptilia,Стінна ящірка сицилійська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ablepharus kitaibelii Bibron & Bory St-Vincent, 1833",Animalia,Chordata,Reptilia,Гологолов європейський,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalcides bedriagai (Bosca, 1880)",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalcides ocellatus (Forskal, 1775)",Animalia,Chordata,Reptilia,Європейський веретеноподібний сцинк,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalcides sexlineatus Steindachner, 1891",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalcides viridanus (Gravenhorst, 1851)",Animalia,Chordata,Reptilia,Канарський цилідричний сцинк,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ophiomorus punctatissimus (Bibron & Bory De St.Vincent, 1833)",Animalia,Chordata,Reptilia,Змієящірка крапчаста,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tarentola angustimentalis Steindachner, 1891",Animalia,Chordata,Reptilia,Гекон східноканарський,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tarentola boettgeri Steindachner, 1891",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tarentola delalandii (Dumeril & Bibron, 1836)",Animalia,Chordata,Reptilia,Гекон тенеріфський,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tarentola gomerensis Joger & Bischoff, 1983",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laudakia stellio (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Агама стеліон,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chamaeleo chamaeleon (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Хамелеон звичайний,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hemorrhois hippocrepis (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Полоз підковчастий,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hierophis gemonensis (Laurenti, 1768)",Animalia,Chordata,Reptilia,Полоз балканський,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Platyceps najadum (Eichwald, 1831)",Animalia,Chordata,Reptilia,Полоз оливковий,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hemorrhois nummifer (Reuss, 1834)",Animalia,Chordata,Reptilia,Полоз свинцевий,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hierophis viridiflavus (Lacepede, 1789)",Animalia,Chordata,Reptilia,Полоз жовто-зелений,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eirenis modestus Martin, 1838",Animalia,Chordata,Reptilia,Ейреніс сумирний,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natrix natrix subsp. cetti Gene, 1838",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natrix natrix subsp. corsa (Hecht, 1930)",Animalia,Chordata,Reptilia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telescopus fallax Fleischmann, 1831",Animalia,Chordata,Reptilia,Котяча змія кавказька,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vipera ammodytes (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Гадюка носата,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vipera seoanei Lataste, 1879",Animalia,Chordata,Reptilia,Гадюка сеоанська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vipera xanthina Dinnik, 1902",Animalia,Chordata,Reptilia,Гадюка османська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eryx jaculus (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Удавчик західний,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Euproctus asper (Duges, 1852)",Animalia,Chordata,Amphibia,Тритон піренейський,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Euproctus montanus (Savi, 1838)",Animalia,Chordata,Amphibia,Тритон корсиканський,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Euproctus platycephalus (Gravenhorst, 1829)",Animalia,Chordata,Amphibia,Тритон сардинський,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salamandra lanzai Nascetti, Andreone, Capula & Bullini, 1988",Animalia,Chordata,Amphibia,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salamandra atra Laurenti, 1768",Animalia,Chordata,Amphibia,Саламандра альпійська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Triturus marmoratus (Latreille, 1800)",Animalia,Chordata,Amphibia,Тритон мармуровий,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Triturus italicus (Peracca, 1898)",Animalia,Chordata,Amphibia,Тритон італійськи,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Triturus carnifex (Laurenti, 1768)",Animalia,Chordata,Amphibia,Тритон сіроплямистий,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Speleomantes italicus (Dunn, 1923)",Animalia,Chordata,Amphibia,Саламандра італійська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Discoglossus galganoi Capula, Nascetti, Lanza, Bullini & Crespo, 1985",Animalia,Chordata,Amphibia,Круглоязикова жаба іберійська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Discoglossus pictus Otth, 1837",Animalia,Chordata,Amphibia,Круглоязикова жаба прикрашена,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alytes cisternasii Bosca, 1879",Animalia,Chordata,Amphibia,Жаба-повитуха іберійська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alytes obstetricans (Laurenti, 1768)",Animalia,Chordata,Amphibia,Жаба-повитуха звичайна,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rana graeca Boulenger, 1891",Animalia,Chordata,Amphibia,Грецька струмкова жаба,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rana iberica Boulenger, 1879",Animalia,Chordata,Amphibia,Жаба іберійська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rana italica Dubois, 1987",Animalia,Chordata,Amphibia,Італійська струмкова жаба,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pelobates cultripes (Cuvier, 1829)",Animalia,Chordata,Amphibia,Часничниця західна,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pelobates syriacus Boettger, 1889",Animalia,Chordata,Amphibia,Часничниця сирійська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hyla meridionalis Boettger, 1874",Animalia,Chordata,Amphibia,Райка середземноморська,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
